KEGG_ko	Symbol	Name
ko:K01408	IDE, ide	insulysin [EC:3.4.24.56]
ko:K01409	OSGEP, KAE1, QRI7	N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]
ko:K01410	MIPEP	mitochondrial intermediate peptidase [EC:3.4.24.59]
ko:K01412	PMPCA, MAS2	mitochondrial-processing peptidase subunit alpha [EC:3.4.24.64]
ko:K01422	AXL1	protease AXL1 [EC:3.4.24.-]
ko:K01424	E3.5.1.1, ansA, ansB	L-asparaginase [EC:3.5.1.1]
ko:K01426	E3.5.1.4, amiE	amidase [EC:3.5.1.4]
ko:K01426,ko:K12190		
ko:K01431,ko:K11206		
ko:K01440	PNC1	nicotinamidase [EC:3.5.1.19]
ko:K01452	E3.5.1.41	chitin deacetylase [EC:3.5.1.41]
ko:K01456	E3.5.1.52, NGLY1, PNG1	peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase [EC:3.5.1.52]
ko:K01464	DPYS, dht, hydA	dihydropyrimidinase [EC:3.5.2.2]
ko:K01465	URA4, pyrC	dihydroorotase [EC:3.5.2.3]
ko:K01466	allB	allantoinase [EC:3.5.2.5]
ko:K01469	OPLAH, OXP1, oplAH	5-oxoprolinase (ATP-hydrolysing) [EC:3.5.2.9]
ko:K01476	E3.5.3.1, rocF, arg	arginase [EC:3.5.3.1]
ko:K01477,ko:K01483		
ko:K01480	speB	agmatinase [EC:3.5.3.11]
ko:K01483	allA	ureidoglycolate lyase [EC:4.3.2.3]
ko:K01485	codA	cytosine/creatinine deaminase [EC:3.5.4.1 3.5.4.21]
ko:K01487	guaD, GDA	guanine deaminase [EC:3.5.4.3]
ko:K01488	add, ADA	adenosine deaminase [EC:3.5.4.4]
ko:K01489	cdd, CDA	cytidine deaminase [EC:3.5.4.5]
ko:K01490	AMPD	AMP deaminase [EC:3.5.4.6]
ko:K01493	comEB	dCMP deaminase [EC:3.5.4.12]
ko:K01493,ko:K01663		
ko:K01493,ko:K08337		
ko:K01495	GCH1, folE	GTP cyclohydrolase IA [EC:3.5.4.16]
ko:K01497	ribA, RIB1	GTP cyclohydrolase II [EC:3.5.4.25]
ko:K01501,ko:K13035		
ko:K01507	ppa	inorganic pyrophosphatase [EC:3.6.1.1]
ko:K01509	ENTPD2	adenosinetriphosphatase [EC:3.6.1.-]
ko:K01509,ko:K01530		
ko:K01509,ko:K01530,ko:K01537		
ko:K01509,ko:K02021,ko:K05657		
ko:K01509,ko:K03695		
ko:K01509,ko:K20293		
ko:K01514	PRUNE, PPX1	exopolyphosphatase [EC:3.6.1.11]
ko:K01515	nudF	ADP-ribose pyrophosphatase [EC:3.6.1.13 3.6.1.-]
ko:K01518	NUDT2	bis(5'-nucleosidyl)-tetraphosphatase [EC:3.6.1.17]
ko:K01519,ko:K18532		
ko:K01520	dut, DUT	dUTP pyrophosphatase [EC:3.6.1.23]
ko:K01522	FHIT	bis(5'-adenosyl)-triphosphatase [EC:3.6.1.29]
ko:K01525	apaH	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) [EC:3.6.1.41]
ko:K01526	E3.6.1.42	guanosine-diphosphatase [EC:3.6.1.42]
ko:K01527	EGD1, BTF3	nascent polypeptide-associated complex subunit beta
ko:K01530	E7.6.2.1	phospholipid-translocating ATPase [EC:7.6.2.1]
ko:K01533	copB	P-type Cu2+ transporter [EC:7.2.2.9]
ko:K01535	PMA1, PMA2	H+-transporting ATPase [EC:7.1.2.1]
ko:K01536	ENA	P-type Na+/K+ transporter [EC:7.2.2.3 7.2.2.-]
ko:K01537	ATP2C	P-type Ca2+ transporter type 2C [EC:7.2.2.10]
ko:K01537,ko:K14950		
ko:K01537,ko:K20291		
ko:K01549	TIM11, ATP21	F-type H+-transporting ATP synthase subunit e
ko:K01551	arsA, ASNA1, GET3	arsenite/tail-anchored protein-transporting ATPase [EC:7.3.2.7 7.3.-.-]
ko:K01556	KYNU, kynU	kynureninase [EC:3.7.1.3]
ko:K01557	FAHD1	acylpyruvate hydrolase [EC:3.7.1.5]
ko:K01568	PDC, pdc	pyruvate decarboxylase [EC:4.1.1.1]
ko:K01580	E4.1.1.15, gadB, gadA, GAD	glutamate decarboxylase [EC:4.1.1.15]
ko:K01581	E4.1.1.17, ODC1, speC, speF	ornithine decarboxylase [EC:4.1.1.17]
ko:K01591,ko:K13421		
ko:K01597	MVD, mvaD	diphosphomevalonate decarboxylase [EC:4.1.1.33]
ko:K01599	hemE, UROD	uroporphyrinogen decarboxylase [EC:4.1.1.37]
ko:K01610	E4.1.1.49, pckA	phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]
ko:K01611	speD, AMD1	S-adenosylmethionine decarboxylase [EC:4.1.1.50]
ko:K01613	psd, PISD	phosphatidylserine decarboxylase [EC:4.1.1.65]
ko:K01619	deoC, DERA	deoxyribose-phosphate aldolase [EC:4.1.2.4]
ko:K01620	ltaE	threonine aldolase [EC:4.1.2.48]
ko:K01626	E2.5.1.54, aroF, aroG, aroH	3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]
ko:K01634	SGPL1, DPL1	sphinganine-1-phosphate aldolase [EC:4.1.2.27]
ko:K01637	E4.1.3.1, aceA	isocitrate lyase [EC:4.1.3.1]
ko:K01638	aceB, glcB	malate synthase [EC:2.3.3.9]
ko:K01640,ko:K09522		
ko:K01641	HMGCS	hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]
ko:K01647	CS, gltA	citrate synthase [EC:2.3.3.1]
ko:K01649	leuA, IMS	2-isopropylmalate synthase [EC:2.3.3.13]
ko:K01652	E2.2.1.6L, ilvB, ilvG, ilvI	acetolactate synthase I/II/III large subunit [EC:2.2.1.6]
ko:K01653	E2.2.1.6S, ilvH, ilvN	acetolactate synthase I/III small subunit [EC:2.2.1.6]
ko:K01655	LYS21, LYS20	homocitrate synthase [EC:2.3.3.14]
ko:K01656,ko:K13501		
ko:K01657	trpE	anthranilate synthase component I [EC:4.1.3.27]
ko:K01669	phr, PHR1	deoxyribodipyrimidine photo-lyase [EC:4.1.99.3]
ko:K01669,ko:K06480,ko:K06965		
ko:K01673	cynT, can	carbonic anhydrase [EC:4.2.1.1]
ko:K01679	E4.2.1.2B, fumC, FH	fumarate hydratase, class II [EC:4.2.1.2]
ko:K01681	ACO, acnA	aconitate hydratase [EC:4.2.1.3]
ko:K01687	ilvD	dihydroxy-acid dehydratase [EC:4.2.1.9]
ko:K01689	ENO, eno	enolase [EC:4.2.1.11]
ko:K01693	hisB	imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]
ko:K01694	TRP	tryptophan synthase [EC:4.2.1.20]
ko:K01697	CBS	cystathionine beta-synthase [EC:4.2.1.22]
ko:K01698	hemB, ALAD	porphobilinogen synthase [EC:4.2.1.24]
ko:K01702	LEU1	3-isopropylmalate dehydratase [EC:4.2.1.33]
ko:K01705	LYS4	homoaconitate hydratase [EC:4.2.1.36]
ko:K01719	hemD, UROS	uroporphyrinogen-III synthase [EC:4.2.1.75]
ko:K01720	prpD	2-methylcitrate dehydratase [EC:4.2.1.79]
ko:K01724	PCBD, phhB	4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96]
ko:K01733	thrC	threonine synthase [EC:4.2.3.1]
ko:K01736	aroC	chorismate synthase [EC:4.2.3.5]
ko:K01738	cysK	cysteine synthase [EC:2.5.1.47]
ko:K01739	metB	cystathionine gamma-synthase [EC:2.5.1.48]
ko:K01739,ko:K01760		
ko:K01749	hemC, HMBS	hydroxymethylbilane synthase [EC:2.5.1.61]
ko:K01754	E4.3.1.19, ilvA, tdcB	threonine dehydratase [EC:4.3.1.19]
ko:K01755	argH, ASL	argininosuccinate lyase [EC:4.3.2.1]
ko:K01756	purB, ADSL	adenylosuccinate lyase [EC:4.3.2.2]
ko:K01758	CTH	cystathionine gamma-lyase [EC:4.4.1.1]
ko:K01759	GLO1, gloA	lactoylglutathione lyase [EC:4.4.1.5]
ko:K01760	metC	cysteine-S-conjugate beta-lyase [EC:4.4.1.13]
ko:K01763,ko:K20247		
ko:K01764	HCCS	cytochrome c heme-lyase [EC:4.4.1.17]
ko:K01768	E4.6.1.1	adenylate cyclase [EC:4.6.1.1]
ko:K01771	plc	1-phosphatidylinositol phosphodiesterase [EC:4.6.1.13]
ko:K01772	hemH, FECH	protoporphyrin/coproporphyrin ferrochelatase [EC:4.98.1.1 4.99.1.9]
ko:K01783	rpe, RPE	ribulose-phosphate 3-epimerase [EC:5.1.3.1]
ko:K01784,ko:K01785		
ko:K01792	E5.1.3.15	glucose-6-phosphate 1-epimerase [EC:5.1.3.15]
ko:K01802	E5.2.1.8	peptidylprolyl isomerase [EC:5.2.1.8]
ko:K01802,ko:K03768,ko:K03770		
ko:K01802,ko:K12737		
ko:K01803	TPI, tpiA	triosephosphate isomerase (TIM) [EC:5.3.1.1]
ko:K01807	rpiA	ribose 5-phosphate isomerase A [EC:5.3.1.6]
ko:K01809	manA, MPI	mannose-6-phosphate isomerase [EC:5.3.1.8]
ko:K01810	GPI, pgi	glucose-6-phosphate isomerase [EC:5.3.1.9]
ko:K01814	hisA	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]
ko:K01817	trpF	phosphoribosylanthranilate isomerase [EC:5.3.1.24]
ko:K01823	idi, IDI	isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]
ko:K01834	PGAM, gpmA	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]
ko:K01835	pgm	phosphoglucomutase [EC:5.4.2.2]
ko:K01835,ko:K15779		
ko:K01836	PGM3	phosphoacetylglucosamine mutase [EC:5.4.2.3]
ko:K01850	E5.4.99.5	chorismate mutase [EC:5.4.99.5]
ko:K01852	LSS, ERG7	lanosterol synthase [EC:5.4.99.7]
ko:K01855	PUS3, DEG1	tRNA pseudouridine38/39 synthase [EC:5.4.99.45]
ko:K01858	INO1, ISYNA1	myo-inositol-1-phosphate synthase [EC:5.5.1.4]
ko:K01866	YARS, tyrS	tyrosyl-tRNA synthetase [EC:6.1.1.1]
ko:K01867	WARS, trpS	tryptophanyl-tRNA synthetase [EC:6.1.1.2]
ko:K01867,ko:K02946		
ko:K01868	TARS, thrS	threonyl-tRNA synthetase [EC:6.1.1.3]
ko:K01869	LARS, leuS	leucyl-tRNA synthetase [EC:6.1.1.4]
ko:K01870	IARS, ileS	isoleucyl-tRNA synthetase [EC:6.1.1.5]
ko:K01872	AARS, alaS	alanyl-tRNA synthetase [EC:6.1.1.7]
ko:K01872,ko:K01873,ko:K03233,ko:K15439		
ko:K01872,ko:K07050		
ko:K01873	VARS, valS	valyl-tRNA synthetase [EC:6.1.1.9]
ko:K01874	MARS, metG	methionyl-tRNA synthetase [EC:6.1.1.10]
ko:K01875	SARS, serS	seryl-tRNA synthetase [EC:6.1.1.11]
ko:K01876	DARS2, aspS	aspartyl-tRNA synthetase [EC:6.1.1.12]
ko:K01876,ko:K22503		
ko:K01880	GARS, glyS1	glycyl-tRNA synthetase [EC:6.1.1.14]
ko:K01881	PARS, proS	prolyl-tRNA synthetase [EC:6.1.1.15]
ko:K01883	CARS, cysS	cysteinyl-tRNA synthetase [EC:6.1.1.16]
ko:K01885	EARS, gltX	glutamyl-tRNA synthetase [EC:6.1.1.17]
ko:K01886	QARS, glnS	glutaminyl-tRNA synthetase [EC:6.1.1.18]
ko:K01887	RARS, argS	arginyl-tRNA synthetase [EC:6.1.1.19]
ko:K01889	FARSA, pheS	phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]
ko:K01890	FARSB, pheT	phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]
ko:K01892	HARS, hisS	histidyl-tRNA synthetase [EC:6.1.1.21]
ko:K01893	NARS, asnS	asparaginyl-tRNA synthetase [EC:6.1.1.22]
ko:K01895	ACSS1_2, acs	acetyl-CoA synthetase [EC:6.2.1.1]
ko:K01897	ACSL, fadD	long-chain acyl-CoA synthetase [EC:6.2.1.3]
ko:K01899	LSC1	succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5]
ko:K01900	LSC2	succinyl-CoA synthetase beta subunit [EC:6.2.1.4 6.2.1.5]
ko:K01915	glnA, GLUL	glutamine synthetase [EC:6.3.1.2]
ko:K01918	panC	pantoate--beta-alanine ligase [EC:6.3.2.1]
ko:K01922,ko:K11237		
ko:K01923	purC	phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]
ko:K01930,ko:K17785		
ko:K01934	MTHFS	5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]
ko:K01934,ko:K02731,ko:K22255		
ko:K01935	bioD	dethiobiotin synthetase [EC:6.3.3.3]
ko:K01937	pyrG, CTPS	CTP synthase [EC:6.3.4.2]
ko:K01939	purA, ADSS	adenylosuccinate synthase [EC:6.3.4.4]
ko:K01940	argG, ASS1	argininosuccinate synthase [EC:6.3.4.5]
ko:K01942	HLCS	biotin---protein ligase [EC:6.3.4.9 6.3.4.10 6.3.4.11 6.3.4.15]
ko:K01950	E6.3.5.1, NADSYN1, QNS1, nadE	NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]
ko:K01951	guaA, GMPS	GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]
ko:K01951,ko:K22314		
ko:K01952	PFAS, purL	phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]
ko:K01953	asnB, ASNS	asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]
ko:K01954,ko:K11541		
ko:K01955	carB, CPA2	carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]
ko:K01956	carA, CPA1	carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]
ko:K01958	PC, pyc	pyruvate carboxylase [EC:6.4.1.1]
ko:K01988,ko:K11363,ko:K15892		
ko:K02021,ko:K05657		
ko:K02125	ATPeF08, MTATP8, ATP8	F-type H+-transporting ATPase subunit 8
ko:K02126	ATPeF0A, MTATP6, ATP6	F-type H+-transporting ATPase subunit a
ko:K02127	ATPeF0B, ATP5F1, ATP4	F-type H+-transporting ATPase subunit b
ko:K02128,ko:K03880		
ko:K02132	ATPeF1A, ATP5A1, ATP1	F-type H+-transporting ATPase subunit alpha
ko:K02134	ATPeF1D, ATP5D, ATP16	F-type H+-transporting ATPase subunit delta
ko:K02135	ATPeF1E, ATP5E, ATP15	F-type H+-transporting ATPase subunit epsilon
ko:K02136	ATPeF1G, ATP5C1, ATP3	F-type H+-transporting ATPase subunit gamma
ko:K02137	ATPeF0O, ATP5O, ATP5	F-type H+-transporting ATPase subunit O
ko:K02138	ATPeF0D, ATP5H, ATP7	F-type H+-transporting ATPase subunit d
ko:K02139	ATPeFF, ATP17	F-type H+-transporting ATPase subunit f
ko:K02140	ATPeFG, ATP5L, ATP20	F-type H+-transporting ATPase subunit g
ko:K02141	ATPeFH, ATP14	F-type H+-transporting ATPase subunit h
ko:K02142	ATPeFJ, ATP18	F-type H+-transporting ATPase subunit j
ko:K02143	ATPeFK, ATP19	F-type H+-transporting ATPase subunit k
ko:K02144	ATPeV1H	V-type H+-transporting ATPase subunit H
ko:K02145	ATPeV1A, ATP6A	V-type H+-transporting ATPase subunit A [EC:7.1.2.2]
ko:K02146	ATPeV0D, ATP6D	V-type H+-transporting ATPase subunit d
ko:K02147	ATPeV1B, ATP6B	V-type H+-transporting ATPase subunit B
ko:K02148	ATPeV1C, ATP6C	V-type H+-transporting ATPase subunit C
ko:K02149	ATPeV1D, ATP6M	V-type H+-transporting ATPase subunit D
ko:K02150	ATPeV1E, ATP6E	V-type H+-transporting ATPase subunit E
ko:K02151	ATPeV1F, ATP6S14	V-type H+-transporting ATPase subunit F
ko:K02152	ATPeV1G, ATP6G	V-type H+-transporting ATPase subunit G
ko:K02153	ATPeV0E, ATP6H	V-type H+-transporting ATPase subunit e
ko:K02154	ATPeV0A, ATP6N	V-type H+-transporting ATPase subunit a
ko:K02155	ATPeV0C, ATP6L	V-type H+-transporting ATPase 16kDa proteolipid subunit
ko:K02178,ko:K06680		
ko:K02179	BUB2	cell cycle arrest protein BUB2
ko:K02180	BUB3	cell cycle arrest protein BUB3
ko:K02181	BFA1	cell cycle arrest protein BFA1
ko:K02183	CALM	calmodulin
ko:K02201	E2.7.7.3B	pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]
ko:K02202	CDK7	cyclin-dependent kinase 7 [EC:2.7.11.22 2.7.11.23]
ko:K02207	UBE2R, UBC3, CDC34	ubiquitin-conjugating enzyme E2 R [EC:2.3.2.23]
ko:K02208	CDK8_11	cyclin-dependent kinase 8/11 [EC:2.7.11.22 2.7.11.23]
ko:K02209	MCM5, CDC46	DNA replication licensing factor MCM5 [EC:5.6.2.3]
ko:K02210	MCM7, CDC47	DNA replication licensing factor MCM7 [EC:5.6.2.3]
ko:K02212	MCM4, CDC54	DNA replication licensing factor MCM4 [EC:5.6.2.3]
ko:K02213	CDC6	cell division control protein 6
ko:K02214	CDC7	cell division control protein 7 [EC:2.7.11.1]
ko:K02216	CHEK1	serine/threonine-protein kinase CHEK1 [EC:2.7.11.1]
ko:K02218	CSNK1, CKI	casein kinase 1 [EC:2.7.11.1]
ko:K02219	CKS1	cyclin-dependent kinase regulatory subunit CKS1
ko:K02220	CLB1	G2/mitotic-specific cyclin 1
ko:K02220,ko:K06659		
ko:K02256	COX1	cytochrome c oxidase subunit 1 [EC:7.1.1.9]
ko:K02257	COX10, ctaB, cyoE	heme o synthase [EC:2.5.1.141]
ko:K02258	COX11, ctaG	cytochrome c oxidase assembly protein subunit 11
ko:K02259	COX15, ctaA	heme a synthase [EC:1.17.99.9]
ko:K02260	COX17	cytochrome c oxidase assembly protein subunit 17
ko:K02261	COX2	cytochrome c oxidase subunit 2
ko:K02262	COX3	cytochrome c oxidase subunit 3
ko:K02263	COX4	cytochrome c oxidase subunit 4
ko:K02264	COX5A	cytochrome c oxidase subunit 5a
ko:K02265	COX5B	cytochrome c oxidase subunit 5b
ko:K02266	COX6A	cytochrome c oxidase subunit 6a
ko:K02267	COX6B	cytochrome c oxidase subunit 6b
ko:K02269	COX7	cytochrome c oxidase subunit 7
ko:K02272	COX7C	cytochrome c oxidase subunit 7c
ko:K02304	MET8	precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:1.3.1.76 4.99.1.4]
ko:K02307	DAM1	DASH complex subunit DAM1
ko:K02309	DBF4	regulatory subunit for Cdc7p protein kinase
ko:K02320	POLA1	DNA polymerase alpha subunit A [EC:2.7.7.7]
ko:K02321	POLA2	DNA polymerase alpha subunit B
ko:K02324	POLE	DNA polymerase epsilon subunit 1 [EC:2.7.7.7]
ko:K02325	POLE2	DNA polymerase epsilon subunit 2 [EC:2.7.7.7]
ko:K02326	POLE3	DNA polymerase epsilon subunit 3 [EC:2.7.7.7]
ko:K02327	POLD1	DNA polymerase delta subunit 1 [EC:2.7.7.7]
ko:K02328	POLD2	DNA polymerase delta subunit 2
ko:K02331	POL5, MYBBP1A	DNA polymerase phi [EC:2.7.7.7]
ko:K02332	POLG	DNA polymerase gamma 1 [EC:2.7.7.7]
ko:K02350	REV3L, POLZ	DNA polymerase zeta [EC:2.7.7.7]
ko:K02355	fusA, GFM, EFG	elongation factor G
ko:K02357	tsf, TSFM	elongation factor Ts
ko:K02358	tuf, TUFM	elongation factor Tu
ko:K02365	ESP1	separase [EC:3.4.22.49]
ko:K02427,ko:K15508		
ko:K02433	gatA, QRSL1	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]
ko:K02434	gatB, PET112	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]
ko:K02437	gcvH, GCSH	glycine cleavage system H protein
ko:K02515,ko:K06668,ko:K18679,ko:K18680		
ko:K02515,ko:K18679,ko:K18680		
ko:K02516	PRMT5, HSL7	type II protein arginine methyltransferase [EC:2.1.1.320]
ko:K02519	infB, MTIF2	translation initiation factor IF-2
ko:K02537	MAD2	mitotic spindle assembly checkpoint protein MAD2
ko:K02540	MCM2	DNA replication licensing factor MCM2 [EC:5.6.2.3]
ko:K02541	MCM3	DNA replication licensing factor MCM3 [EC:5.6.2.3]
ko:K02542	MCM6	DNA replication licensing factor MCM6 [EC:5.6.2.3]
ko:K02543,ko:K06640		
ko:K02544	MEC3	G2-specific checkpoint protein
ko:K02555	MIH1	M-phase inducer tyrosine phosphatase [EC:3.1.3.48]
ko:K02603	ORC1	origin recognition complex subunit 1
ko:K02604,ko:K06199		
ko:K02605	ORC3	origin recognition complex subunit 3
ko:K02606	ORC4	origin recognition complex subunit 4
ko:K02607	ORC5	origin recognition complex subunit 5
ko:K02608	ORC6	origin recognition complex subunit 6
ko:K02619	pabC	4-amino-4-deoxychorismate lyase [EC:4.1.3.38]
ko:K02627	PDS1	cell cycle regulator
ko:K02646	PHO2	regulatory protein PHO2
ko:K02677,ko:K18050		
ko:K02684	PRI1	DNA primase small subunit [EC:2.7.7.102]
ko:K02725	PSMA1	20S proteasome subunit alpha 6 [EC:3.4.25.1]
ko:K02726	PSMA2	20S proteasome subunit alpha 2 [EC:3.4.25.1]
ko:K02727	PSMA3	20S proteasome subunit alpha 7 [EC:3.4.25.1]
ko:K02728	PSMA4	20S proteasome subunit alpha 3 [EC:3.4.25.1]
ko:K02729	PSMA5	20S proteasome subunit alpha 5 [EC:3.4.25.1]
ko:K02730	PSMA6	20S proteasome subunit alpha 1 [EC:3.4.25.1]
ko:K02731	PSMA7	20S proteasome subunit alpha 4 [EC:3.4.25.1]
ko:K02731,ko:K14347		
ko:K02732	PSMB1	20S proteasome subunit beta 6 [EC:3.4.25.1]
ko:K02734	PSMB2	20S proteasome subunit beta 4 [EC:3.4.25.1]
ko:K02735	PSMB3	20S proteasome subunit beta 3 [EC:3.4.25.1]
ko:K02736	PSMB4	20S proteasome subunit beta 7 [EC:3.4.25.1]
ko:K02737	PSMB5	20S proteasome subunit beta 5 [EC:3.4.25.1]
ko:K02738	PSMB6	20S proteasome subunit beta 1 [EC:3.4.25.1]
ko:K02738,ko:K06316,ko:K11369		
ko:K02739	PSMB7	20S proteasome subunit beta 2 [EC:3.4.25.1]
ko:K02830	HRAD1, RAD17	cell cycle checkpoint protein [EC:3.1.11.2]
ko:K02831,ko:K06641		
ko:K02835	prfA, MTRF1, MRF1	peptide chain release factor 1
ko:K02838	frr, MRRF, RRF	ribosome recycling factor
ko:K02858	ribB, RIB3	3,4-dihydroxy 2-butanone 4-phosphate synthase [EC:4.1.99.12]
ko:K02863	RP-L1, MRPL1, rplA	large subunit ribosomal protein L1
ko:K02864	RP-L10, MRPL10, rplJ	large subunit ribosomal protein L10
ko:K02865	RP-L10Ae, RPL10A	large subunit ribosomal protein L10Ae
ko:K02866	RP-L10e, RPL10	large subunit ribosomal protein L10e
ko:K02867	RP-L11, MRPL11, rplK	large subunit ribosomal protein L11
ko:K02868	RP-L11e, RPL11	large subunit ribosomal protein L11e
ko:K02870	RP-L12e, RPL12	large subunit ribosomal protein L12e
ko:K02871	RP-L13, MRPL13, rplM	large subunit ribosomal protein L13
ko:K02872	RP-L13Ae, RPL13A	large subunit ribosomal protein L13Ae
ko:K02873	RP-L13e, RPL13	large subunit ribosomal protein L13e
ko:K02875	RP-L14e, RPL14	large subunit ribosomal protein L14e
ko:K02876	RP-L15, MRPL15, rplO	large subunit ribosomal protein L15
ko:K02877	RP-L15e, RPL15	large subunit ribosomal protein L15e
ko:K02879	RP-L17, MRPL17, rplQ	large subunit ribosomal protein L17
ko:K02880	RP-L17e, RPL17	large subunit ribosomal protein L17e
ko:K02882	RP-L18Ae, RPL18A	large subunit ribosomal protein L18Ae
ko:K02883	RP-L18e, RPL18	large subunit ribosomal protein L18e
ko:K02884	RP-L19, MRPL19, rplS	large subunit ribosomal protein L19
ko:K02885	RP-L19e, RPL19	large subunit ribosomal protein L19e
ko:K02889	RP-L21e, RPL21	large subunit ribosomal protein L21e
ko:K02891	RP-L22e, RPL22	large subunit ribosomal protein L22e
ko:K02892	RP-L23, MRPL23, rplW	large subunit ribosomal protein L23
ko:K02893	RP-L23Ae, RPL23A	large subunit ribosomal protein L23Ae
ko:K02894	RP-L23e, RPL23	large subunit ribosomal protein L23e
ko:K02895	RP-L24, MRPL24, rplX	large subunit ribosomal protein L24
ko:K02896	RP-L24e, RPL24	large subunit ribosomal protein L24e
ko:K02898	RP-L26e, RPL26	large subunit ribosomal protein L26e
ko:K02900,ko:K11273		
ko:K02901	RP-L27e, RPL27	large subunit ribosomal protein L27e
ko:K02902	RP-L28, MRPL28, rpmB	large subunit ribosomal protein L28
ko:K02905	RP-L29e, RPL29	large subunit ribosomal protein L29e
ko:K02906	RP-L3, MRPL3, rplC	large subunit ribosomal protein L3
ko:K02907	RP-L30, MRPL30, rpmD	large subunit ribosomal protein L30
ko:K02908	RP-L30e, RPL30	large subunit ribosomal protein L30e
ko:K02910	RP-L31e, RPL31	large subunit ribosomal protein L31e
ko:K02911	RP-L32, MRPL32, rpmF	large subunit ribosomal protein L32
ko:K02912	RP-L32e, RPL32	large subunit ribosomal protein L32e
ko:K02914	RP-L34, MRPL34, rpmH	large subunit ribosomal protein L34
ko:K02915	RP-L34e, RPL34	large subunit ribosomal protein L34e
ko:K02917	RP-L35Ae, RPL35A	large subunit ribosomal protein L35Ae
ko:K02918	RP-L35e, RPL35	large subunit ribosomal protein L35e
ko:K02919	RP-L36, MRPL36, rpmJ	large subunit ribosomal protein L36
ko:K02920	RP-L36e, RPL36	large subunit ribosomal protein L36e
ko:K02921	RP-L37Ae, RPL37A	large subunit ribosomal protein L37Ae
ko:K02922	RP-L37e, RPL37	large subunit ribosomal protein L37e
ko:K02923	RP-L38e, RPL38	large subunit ribosomal protein L38e
ko:K02924	RP-L39e, RPL39	large subunit ribosomal protein L39e
ko:K02925	RP-L3e, RPL3	large subunit ribosomal protein L3e
ko:K02926	RP-L4, MRPL4, rplD	large subunit ribosomal protein L4
ko:K02927	RP-L40e, RPL40, UBA52	ubiquitin-large subunit ribosomal protein L40e
ko:K02927,ko:K15219		
ko:K02928	RP-L41e, RPL41	large subunit ribosomal protein L41e
ko:K02929	RP-L44e, RPL44	large subunit ribosomal protein L44e
ko:K02930	RP-L4e, RPL4	large subunit ribosomal protein L4e
ko:K02931	RP-L5, MRPL5, rplE	large subunit ribosomal protein L5
ko:K02932	RP-L5e, RPL5	large subunit ribosomal protein L5e
ko:K02933	RP-L6, MRPL6, rplF	large subunit ribosomal protein L6
ko:K02934	RP-L6e, RPL6	large subunit ribosomal protein L6e
ko:K02935	RP-L7, MRPL12, rplL	large subunit ribosomal protein L7/L12
ko:K02936	RP-L7Ae, RPL7A	large subunit ribosomal protein L7Ae
ko:K02937	RP-L7e, RPL7	large subunit ribosomal protein L7e
ko:K02938	RP-L8e, RPL8	large subunit ribosomal protein L8e
ko:K02940	RP-L9e, RPL9	large subunit ribosomal protein L9e
ko:K02941	RP-LP0, RPLP0	large subunit ribosomal protein LP0
ko:K02942	RP-LP1, RPLP1	large subunit ribosomal protein LP1
ko:K02943	RP-LP2, RPLP2	large subunit ribosomal protein LP2
ko:K02947	RP-S10e, RPS10	small subunit ribosomal protein S10e
ko:K02948	RP-S11, MRPS11, rpsK	small subunit ribosomal protein S11
ko:K02949	RP-S11e, RPS11	small subunit ribosomal protein S11e
ko:K02950	RP-S12, MRPS12, rpsL	small subunit ribosomal protein S12
ko:K02951	RP-S12e, RPS12	small subunit ribosomal protein S12e
ko:K02952	RP-S13, rpsM	small subunit ribosomal protein S13
ko:K02953	RP-S13e, RPS13	small subunit ribosomal protein S13e
ko:K02954	RP-S14, MRPS14, rpsN	small subunit ribosomal protein S14
